job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,remote ratio
ai06416,ai specialist,66890,USD,entry level,Contract,united states,s,germany,"mlops, sql, deep learning, r, mathematics",bachelor,1,automotive,18/03/2025,14/04/2025,2493,8.9,neural networks co,Hybrid
ai06417,ai consultant,63306,USD,mid level,Full time,france,s,france,"pytorch, tensorflow, r, mathematics",phd,4,real estate,12/11/2024,06/01/2025,819,6.6,neural networks co,Fully on site
ai06418,machine learning researcher,203958,USD,expert,Contract,united kingdom,m,canada,"kubernetes, python, r",bachelor,15,finance,10/03/2024,06/05/2024,1631,7.1,techcorp inc,Fully on site
ai06419,research scientist,100210,USD,mid level,Full time,singapore,s,singapore,"kubernetes, tensorflow, python",master,2,government,19/02/2024,03/04/2024,1693,7.3,predictive systems,Fully remote
ai06420,nlp engineer,119233,USD,entry level,Full time,norway,l,norway,"java, git, mathematics, r, gcp",master,0,automotive,09/11/2024,10/01/2025,1068,5.8,digital transformation llc,Fully on site
ai06421,ai research scientist,95572,USD,expert,Full time,japan,s,sweden,"gcp, linux, sql",associate,18,finance,06/03/2024,13/05/2024,1093,7.4,techcorp inc,Fully remote
ai06422,research scientist,117988,USD,senior,Part time,australia,s,australia,"r, spark, statistics, hadoop, nlp",master,7,real estate,28/11/2024,01/01/2025,2192,8.0,techcorp inc,Fully remote
ai06423,nlp engineer,124957,USD,expert,Contract,south korea,l,south korea,"pytorch, sql, nlp",associate,14,government,15/10/2024,16/12/2024,517,5.3,digital transformation llc,Fully on site
ai06424,head of ai,135648,USD,senior,ft,australia,m,india,"linux, data visualization, aws",master,6,retail,10/04/2024,16/05/2024,2334,8.8,techcorp inc,Fully remote
ai06425,machine learning engineer,71405,USD,mid level,Full time,austria,l,austria,"kubernetes, scala, python, hadoop, mathematics",phd,4,consulting,04/08/2024,20/09/2024,1654,5.9,quantum computing inc,Hybrid
ai06426,ai architect,93124,USD,senior,Full time,israel,m,israel,"kubernetes, r, azure, statistics, mathematics",associate,7,gaming,02/09/2024,11/10/2024,1506,7.6,autonomous tech,Fully on site
ai06427,ai software engineer,95291,USD,mid level,ft,netherlands,m,denmark,"sql, python, tableau",bachelor,2,real estate,29/12/2024,20/01/2025,2473,5.8,ai innovations,Fully remote
ai06428,computer vision engineer,83539,USD,senior,Part time,austria,s,netherlands,"pytorch, git, computer vision",phd,8,healthcare,20/09/2024,07/11/2024,504,6.3,algorithmic solutions,Hybrid
ai06429,nlp engineer,99586,USD,expert,Part time,ireland,m,ireland,"kubernetes, python, gcp, docker",master,16,government,03/01/2025,07/03/2025,2279,5.3,deeptech ventures,Hybrid
ai06430,robotics engineer,73179,USD,entry level,Part time,singapore,s,singapore,"aws, scala, mlops, gcp",associate,0,retail,22/12/2024,04/03/2025,1441,7.2,ai innovations,Fully on site
ai06431,autonomous systems engineer,89018,USD,senior,Full time,france,s,france,"data visualization, statistics, pytorch, spark, python",associate,5,media,04/05/2024,09/07/2024,647,8.2,future systems,Fully on site
ai06432,research scientist,57620,USD,mid level,Part time,ireland,s,ireland,"statistics, kubernetes, scala",bachelor,2,finance,18/06/2024,27/07/2024,618,7.5,neural networks co,Fully on site
ai06433,nlp engineer,143876,USD,expert,Full time,france,s,sweden,"sql, hadoop, spark, tableau",master,14,energy,10/02/2024,04/03/2024,858,8.7,techcorp inc,Fully remote
ai06434,computer vision engineer,78341,USD,mid level,Full time,ireland,l,ireland,"tableau, git, linux, gcp, kubernetes",associate,3,media,18/01/2024,15/03/2024,2380,5.5,predictive systems,Fully remote
ai06435,ai architect,143427,USD,mid level,Contract,norway,l,switzerland,"python, kubernetes, computer vision, spark, data visualization",associate,2,media,07/06/2024,08/08/2024,1457,8.9,quantum computing inc,Hybrid
ai06436,research scientist,100165,USD,expert,Contract,india,m,china,"sql, azure, computer vision",associate,13,consulting,07/01/2025,08/03/2025,1853,5.2,deeptech ventures,Fully remote
ai06437,ai specialist,73782,USD,mid level,ft,israel,l,israel,"mlops, java, sql, git",associate,2,healthcare,28/08/2024,16/10/2024,1395,8.5,cognitive computing,Hybrid
ai06438,data scientist,104141,USD,mid level,Contract,united states,m,united states,"data visualization, kubernetes, gcp, scala",phd,3,technology,06/10/2024,11/12/2024,1014,7.0,predictive systems,Fully on site
ai06439,ai consultant,74342,USD,mid level,ft,japan,l,japan,"java, deep learning, linux, aws, mathematics",master,3,energy,21/11/2024,08/01/2025,2168,5.6,algorithmic solutions,Hybrid
ai06440,data scientist,100141,USD,mid level,ft,germany,m,germany,"python, docker, azure, statistics, computer vision",phd,2,transportation,18/10/2024,10/11/2024,1369,7.6,cloud ai solutions,Fully on site
ai06441,ai specialist,71168,USD,entry level,ft,denmark,m,denmark,"sql, spark, nlp",master,0,consulting,14/11/2024,20/01/2025,721,6.2,ai innovations,Hybrid
ai06442,machine learning researcher,288416,USD,expert,Full time,denmark,m,denmark,"kubernetes, scala, mlops, aws, tableau",master,14,transportation,16/03/2025,19/04/2025,2217,6.6,advanced robotics,Fully on site
ai06443,ai research scientist,100209,USD,mid level,Contract,united states,s,canada,"statistics, python, deep learning, kubernetes",bachelor,4,retail,16/11/2024,01/12/2024,633,9.3,advanced robotics,Fully remote
ai06444,data scientist,67554,USD,senior,Part time,china,s,japan,"git, gcp, hadoop",phd,8,finance,19/05/2024,01/07/2024,1343,5.4,ai innovations,Fully remote
ai06445,data engineer,139216,USD,senior,Full time,australia,m,australia,"deep learning, statistics, mlops, tensorflow",bachelor,6,automotive,01/03/2025,06/04/2025,837,7.5,techcorp inc,Fully on site
ai06446,data analyst,250699,USD,expert,Contract,united kingdom,l,south korea,"python, r, mlops, git",phd,12,education,16/06/2024,20/07/2024,845,6.4,predictive systems,Fully remote
ai06447,data analyst,49082,USD,mid level,Contract,austria,s,austria,"linux, sql, python, hadoop",associate,3,telecommunications,10/05/2024,30/06/2024,1011,7.2,future systems,Hybrid
ai06448,ai software engineer,197473,USD,expert,Contract,united states,m,united states,"sql, aws, data visualization",bachelor,12,automotive,06/12/2024,15/02/2025,601,9.2,neural networks co,Hybrid
ai06449,head of ai,76362,USD,entry level,Full time,switzerland,s,south korea,"deep learning, docker, linux, computer vision",bachelor,0,telecommunications,09/08/2024,21/10/2024,1028,9.6,smart analytics,Hybrid
ai06450,data engineer,163893,USD,expert,ft,germany,l,germany,"docker, hadoop, spark",bachelor,10,transportation,25/03/2024,19/04/2024,1759,5.4,future systems,Hybrid
ai06451,principal data scientist,268707,USD,expert,ft,switzerland,m,switzerland,"aws, hadoop, linux, data visualization, java",associate,13,retail,13/03/2025,14/05/2025,1403,9.2,neural networks co,Fully remote
ai06452,nlp engineer,139129,USD,senior,ft,france,m,france,"spark, scala, azure, linux",associate,5,real estate,27/04/2024,15/05/2024,1482,6.8,smart analytics,Fully on site
ai06453,computer vision engineer,77775,USD,mid level,Full time,china,m,china,"kubernetes, hadoop, tableau",phd,4,manufacturing,04/07/2024,18/07/2024,759,8.5,neural networks co,Fully remote
ai06454,nlp engineer,125422,USD,mid level,Full time,united states,m,norway,"hadoop, java, mlops, tensorflow, azure",phd,4,education,02/03/2024,17/04/2024,576,7.9,advanced robotics,Hybrid
ai06455,data engineer,170767,USD,expert,Contract,australia,m,australia,"python, computer vision, mlops, statistics, tensorflow",associate,14,telecommunications,16/03/2024,03/04/2024,2006,8.1,neural networks co,Fully remote
ai06456,ai software engineer,265990,USD,expert,Part time,sweden,l,sweden,"data visualization, sql, r, azure, java",associate,16,transportation,04/11/2024,29/12/2024,1601,9.0,quantum computing inc,Hybrid
ai06457,computer vision engineer,92489,USD,senior,Contract,israel,m,israel,"python, pytorch, tableau",phd,7,healthcare,11/03/2025,01/04/2025,1847,5.6,cloud ai solutions,Fully on site
ai06458,ai software engineer,68912,USD,entry level,Part time,switzerland,s,germany,"pytorch, tensorflow, tableau, aws",master,1,manufacturing,19/01/2025,10/02/2025,1516,6.9,machine intelligence group,Fully on site
ai06459,machine learning researcher,137200,USD,senior,Full time,sweden,l,sweden,"mlops, pytorch, deep learning, computer vision",master,7,energy,29/09/2024,15/10/2024,1691,5.7,future systems,Fully on site
ai06460,ai specialist,48462,USD,entry level,Part time,finland,s,finland,"spark, mlops, azure, r, java",master,1,government,21/12/2024,16/02/2025,563,9.9,quantum computing inc,Fully remote
ai06461,ai architect,203661,USD,expert,Part time,singapore,l,china,"docker, git, sql, tableau, scala",phd,15,education,19/05/2024,10/07/2024,1790,7.5,quantum computing inc,Fully remote
ai06462,ai architect,65569,USD,mid level,Part time,china,m,australia,"sql, git, scala, spark, python",bachelor,4,healthcare,07/04/2024,01/06/2024,2405,7.0,machine intelligence group,Fully on site
ai06463,robotics engineer,98229,USD,mid level,Part time,norway,m,norway,"docker, sql, pytorch",associate,3,finance,16/01/2025,05/02/2025,1245,7.2,autonomous tech,Fully on site
ai06464,data engineer,163939,USD,expert,Part time,china,l,china,"statistics, scala, r",phd,14,gaming,30/07/2024,04/09/2024,1791,8.0,future systems,Fully on site
ai06465,head of ai,296762,USD,expert,Full time,denmark,s,united kingdom,"linux, git, java, mathematics",master,14,technology,18/01/2024,14/02/2024,1256,5.8,machine intelligence group,Hybrid
ai06466,principal data scientist,65756,USD,entry level,Contract,sweden,s,germany,"linux, deep learning, git",master,0,finance,05/06/2024,01/07/2024,1819,7.7,smart analytics,Fully remote
ai06467,ai architect,154652,USD,senior,ft,canada,l,canada,"mathematics, r, java",associate,9,manufacturing,10/03/2024,25/03/2024,518,8.3,ai innovations,Hybrid
ai06468,data engineer,79810,USD,senior,Part time,japan,m,japan,"python, scala, hadoop, statistics, computer vision",associate,6,gaming,17/06/2024,18/07/2024,1924,6.1,deeptech ventures,Hybrid
ai06469,machine learning researcher,161521,USD,senior,Part time,singapore,m,ireland,"kubernetes, gcp, data visualization",phd,5,finance,23/02/2024,20/04/2024,2044,7.0,predictive systems,Hybrid
ai06470,ai consultant,97800,USD,mid level,Part time,sweden,m,sweden,"linux, tensorflow, pytorch",bachelor,4,education,07/04/2024,17/05/2024,725,5.3,cloud ai solutions,Fully remote
ai06471,robotics engineer,184748,USD,expert,Contract,netherlands,m,united kingdom,"computer vision, linux, python",bachelor,19,government,14/09/2024,18/10/2024,591,7.6,techcorp inc,Hybrid
ai06472,ai product manager,147896,USD,senior,Part time,germany,m,germany,"mlops, python, spark, nlp, gcp",phd,8,finance,08/08/2024,16/10/2024,844,6.5,advanced robotics,Fully remote
ai06473,ai software engineer,88282,USD,mid level,Part time,china,l,china,"sql, statistics, aws, azure",associate,3,media,01/03/2024,11/04/2024,607,9.2,smart analytics,Fully remote
ai06474,ai specialist,196230,USD,expert,Contract,canada,m,canada,"git, python, docker, linux, nlp",phd,16,gaming,25/04/2025,22/06/2025,2357,5.2,neural networks co,Fully on site
ai06475,deep learning engineer,149091,USD,senior,ft,united kingdom,l,united kingdom,"sql, spark, nlp, git",phd,6,education,25/08/2024,15/10/2024,2382,8.7,quantum computing inc,Hybrid
ai06476,ml ops engineer,187208,USD,senior,Contract,switzerland,s,switzerland,"tableau, statistics, python, hadoop",master,9,gaming,09/05/2024,23/06/2024,2306,5.5,future systems,Hybrid
ai06477,data analyst,71961,USD,mid level,Full time,finland,l,canada,"docker, kubernetes, linux",master,3,finance,06/10/2024,08/11/2024,2390,5.8,cognitive computing,Fully on site
ai06478,ai software engineer,74621,USD,senior,Part time,finland,s,finland,"kubernetes, linux, computer vision, mathematics",phd,6,government,18/07/2024,18/09/2024,2050,7.6,future systems,Fully on site
ai06479,principal data scientist,237398,USD,expert,Part time,denmark,l,united states,"git, docker, python, statistics",bachelor,16,gaming,12/03/2024,07/05/2024,1316,7.0,future systems,Fully remote
ai06480,autonomous systems engineer,107304,USD,mid level,Part time,netherlands,m,netherlands,"git, deep learning, r, kubernetes, docker",master,2,real estate,27/01/2025,27/02/2025,1200,5.3,deeptech ventures,Fully remote
ai06481,machine learning researcher,105658,USD,mid level,ft,sweden,m,sweden,"computer vision, gcp, python",bachelor,3,retail,25/07/2024,25/09/2024,1763,6.5,cloud ai solutions,Hybrid
ai06482,data engineer,37053,USD,entry level,Full time,south korea,m,united states,"linux, data visualization, java, computer vision",master,0,consulting,26/04/2025,13/06/2025,2144,5.6,cognitive computing,Hybrid
ai06483,ai architect,99888,USD,senior,ft,france,m,france,"mathematics, kubernetes, nlp, linux, python",associate,6,real estate,19/07/2024,22/08/2024,1836,5.5,smart analytics,Fully on site
ai06484,ai product manager,266292,USD,expert,Full time,united kingdom,l,united kingdom,"gcp, aws, spark, python",associate,19,media,11/02/2024,31/03/2024,1123,6.6,machine intelligence group,Fully remote
ai06485,ml ops engineer,118147,USD,senior,Contract,ireland,l,ireland,"computer vision, tensorflow, docker",phd,9,manufacturing,03/04/2024,17/04/2024,1220,5.6,deeptech ventures,Hybrid
ai06486,computer vision engineer,66468,USD,senior,Contract,austria,s,austria,"java, tableau, azure, python, mlops",master,7,manufacturing,20/07/2024,03/08/2024,1354,6.1,neural networks co,Hybrid
ai06487,research scientist,129384,USD,senior,Full time,australia,l,switzerland,"gcp, sql, nlp, r, python",bachelor,6,automotive,28/12/2024,07/02/2025,1392,6.0,quantum computing inc,Fully on site
ai06488,robotics engineer,75714,USD,entry level,ft,denmark,m,denmark,"python, gcp, scala, deep learning, hadoop",bachelor,0,gaming,29/10/2024,21/12/2024,1951,8.8,quantum computing inc,Fully remote
ai06489,nlp engineer,107217,USD,expert,Part time,ireland,s,ireland,"pytorch, gcp, hadoop, azure, data visualization",master,15,government,22/01/2024,14/02/2024,1533,5.5,predictive systems,Fully on site
ai06490,computer vision engineer,49837,USD,entry level,Full time,israel,s,israel,"pytorch, aws, data visualization, mlops, spark",bachelor,1,energy,29/12/2024,20/02/2025,1520,9.2,future systems,Hybrid
ai06491,autonomous systems engineer,97403,USD,senior,ft,ireland,l,ireland,"java, computer vision, data visualization, scala, r",phd,8,government,27/06/2024,29/07/2024,2249,8.3,machine intelligence group,Hybrid
ai06492,deep learning engineer,52454,USD,entry level,Part time,israel,m,israel,"sql, deep learning, git",bachelor,0,telecommunications,06/01/2024,13/02/2024,2142,6.9,datavision ltd,Fully on site
ai06493,robotics engineer,102125,USD,mid level,ft,united kingdom,m,united kingdom,"python, r, tensorflow, kubernetes, hadoop",phd,3,technology,30/03/2024,22/05/2024,880,7.8,future systems,Hybrid
ai06494,robotics engineer,67807,USD,entry level,Contract,france,s,france,"scala, tensorflow, gcp",phd,0,gaming,09/02/2024,19/04/2024,2340,7.6,datavision ltd,Hybrid
ai06495,machine learning engineer,344427,USD,expert,Part time,united states,l,austria,"linux, mlops, spark, sql, kubernetes",phd,17,manufacturing,13/12/2024,22/02/2025,2202,8.0,digital transformation llc,Fully remote
ai06496,ai consultant,77644,USD,entry level,Full time,united states,m,united states,"tensorflow, pytorch, r",bachelor,1,transportation,03/02/2025,14/04/2025,2268,7.2,techcorp inc,Fully on site
ai06497,principal data scientist,73376,USD,senior,Full time,austria,m,austria,"kubernetes, r, tableau, data visualization",bachelor,7,education,19/03/2025,21/05/2025,1666,7.8,cognitive computing,Fully on site
ai06498,ai consultant,94265,USD,senior,Part time,japan,s,japan,"python, tensorflow, scala, linux, statistics",associate,7,automotive,18/01/2025,19/02/2025,1078,9.3,predictive systems,Fully on site
ai06499,machine learning engineer,77841,USD,mid level,Contract,australia,m,ireland,"deep learning, azure, statistics",bachelor,4,real estate,26/11/2024,17/01/2025,659,6.4,future systems,Fully on site
ai06500,deep learning engineer,64403,USD,mid level,Part time,canada,s,canada,"deep learning, sql, computer vision, git",associate,3,consulting,11/04/2024,05/06/2024,1815,5.5,machine intelligence group,Fully remote
ai06501,nlp engineer,123997,USD,senior,Contract,finland,l,finland,"java, gcp, computer vision, git",master,6,government,18/02/2024,24/04/2024,1554,9.1,future systems,Hybrid
ai06502,ai product manager,113621,USD,senior,ft,austria,l,austria,"sql, hadoop, mathematics, scala, linux",master,7,consulting,06/02/2025,25/03/2025,614,5.4,digital transformation llc,Fully remote
ai06503,ai research scientist,173970,USD,mid level,Part time,switzerland,l,china,"aws, git, sql, hadoop, deep learning",master,2,telecommunications,08/01/2024,07/03/2024,2384,5.0,future systems,Fully remote
ai06504,ai product manager,120613,USD,expert,Contract,israel,m,denmark,"nlp, linux, sql",phd,17,finance,08/08/2024,13/10/2024,1472,5.7,machine intelligence group,Fully on site
ai06505,nlp engineer,36359,USD,entry level,ft,china,m,china,"pytorch, computer vision, sql",master,0,retail,23/02/2024,09/03/2024,1104,9.0,digital transformation llc,Fully remote
ai06506,ai architect,194946,USD,expert,Contract,ireland,l,ireland,"linux, statistics, nlp",bachelor,15,finance,06/01/2025,13/03/2025,2056,9.1,datavision ltd,Fully on site
ai06507,computer vision engineer,55838,USD,mid level,Part time,finland,s,finland,"python, azure, computer vision, data visualization",master,4,media,23/03/2024,16/05/2024,763,8.5,digital transformation llc,Fully on site
ai06508,autonomous systems engineer,100797,USD,mid level,Contract,norway,m,norway,"tableau, java, git, pytorch, docker",associate,4,automotive,13/11/2024,28/12/2024,1794,7.5,advanced robotics,Hybrid
ai06509,machine learning engineer,117827,USD,senior,Contract,finland,l,sweden,"tensorflow, statistics, deep learning, linux",associate,6,government,12/04/2025,19/06/2025,1821,8.9,autonomous tech,Fully remote
ai06510,deep learning engineer,54482,USD,entry level,Part time,australia,s,australia,"python, tensorflow, pytorch, deep learning, sql",master,1,telecommunications,05/11/2024,01/01/2025,2409,5.6,machine intelligence group,Hybrid
ai06511,machine learning researcher,118538,USD,senior,Full time,australia,m,austria,"r, sql, scala, deep learning, hadoop",phd,8,consulting,16/03/2025,14/05/2025,2061,5.2,datavision ltd,Hybrid
ai06512,ai specialist,160384,USD,expert,Part time,united states,s,united states,"scala, computer vision, linux, mlops",associate,15,education,06/10/2024,24/11/2024,1763,6.5,digital transformation llc,Hybrid
ai06513,deep learning engineer,98318,USD,expert,Full time,finland,s,germany,"pytorch, gcp, data visualization",phd,17,automotive,17/01/2025,17/02/2025,587,7.0,digital transformation llc,Hybrid
ai06514,ml ops engineer,69769,USD,entry level,Contract,france,m,netherlands,"hadoop, computer vision, python, docker, r",bachelor,0,media,30/09/2024,17/10/2024,1303,6.0,advanced robotics,Fully remote
ai06515,computer vision engineer,88193,USD,entry level,Part time,norway,l,norway,"docker, python, gcp, computer vision",phd,1,consulting,20/09/2024,07/10/2024,1582,8.9,neural networks co,Fully on site
ai06516,head of ai,116499,USD,mid level,Contract,germany,l,germany,"linux, python, deep learning",bachelor,3,manufacturing,26/11/2024,18/12/2024,1419,6.5,datavision ltd,Fully remote
ai06517,ai product manager,173299,USD,mid level,Contract,switzerland,l,switzerland,"sql, data visualization, pytorch",associate,3,finance,06/04/2025,06/06/2025,1885,5.5,ai innovations,Fully on site
ai06518,ml ops engineer,92452,USD,senior,Part time,south korea,m,south korea,"sql, data visualization, docker",phd,7,healthcare,14/03/2025,31/03/2025,1980,6.3,predictive systems,Hybrid
ai06519,nlp engineer,106735,USD,mid level,ft,united states,s,south korea,"tableau, python, kubernetes, azure",master,4,healthcare,17/06/2024,24/07/2024,508,5.6,algorithmic solutions,Fully remote
ai06520,ai product manager,188596,USD,expert,Full time,united kingdom,m,united kingdom,"computer vision, kubernetes, pytorch, scala",associate,17,government,20/04/2024,25/05/2024,1417,9.0,datavision ltd,Hybrid
ai06521,research scientist,68546,USD,entry level,Part time,sweden,l,sweden,"mlops, azure, aws, git, linux",bachelor,1,finance,18/01/2024,08/02/2024,1856,6.5,techcorp inc,Fully on site
ai06522,ai architect,241126,USD,expert,Full time,united states,l,germany,"sql, git, pytorch",bachelor,16,consulting,19/11/2024,24/01/2025,542,5.8,future systems,Hybrid
ai06523,research scientist,88944,USD,mid level,Contract,germany,s,germany,"r, azure, aws, deep learning",phd,3,energy,08/01/2024,13/03/2024,2049,8.3,digital transformation llc,Fully remote
ai06524,ai specialist,93411,USD,mid level,Full time,france,l,france,"linux, hadoop, computer vision, sql",bachelor,3,finance,03/06/2024,07/08/2024,1178,7.0,smart analytics,Fully remote
ai06525,principal data scientist,88023,USD,entry level,Part time,united kingdom,l,netherlands,"statistics, scala, mathematics, computer vision",master,1,transportation,16/04/2025,03/06/2025,1254,6.1,digital transformation llc,Hybrid
ai06526,deep learning engineer,71358,USD,mid level,Full time,france,m,france,"sql, pytorch, tableau",bachelor,2,retail,22/08/2024,20/10/2024,2359,8.1,datavision ltd,Fully on site
ai06527,data analyst,97667,USD,mid level,Full time,sweden,s,ireland,"data visualization, mlops, docker, deep learning",associate,3,retail,13/03/2025,08/04/2025,1548,9.6,smart analytics,Fully remote
ai06528,deep learning engineer,47475,USD,entry level,ft,south korea,l,south korea,"sql, java, aws, pytorch",master,0,technology,02/06/2024,29/07/2024,2229,6.2,deeptech ventures,Hybrid
ai06529,principal data scientist,211093,USD,expert,Part time,united states,s,united states,"sql, scala, linux, pytorch, java",master,14,retail,24/08/2024,02/11/2024,1263,9.0,future systems,Hybrid
ai06530,ai software engineer,59896,USD,mid level,Full time,austria,m,austria,"java, sql, docker, mathematics",associate,4,manufacturing,05/07/2024,09/09/2024,2096,8.7,datavision ltd,Hybrid
ai06531,computer vision engineer,50301,USD,entry level,Part time,singapore,s,singapore,"pytorch, sql, gcp, r",associate,0,telecommunications,06/02/2024,29/03/2024,2429,10.0,smart analytics,Fully remote
ai06532,head of ai,128823,USD,expert,Contract,sweden,s,sweden,"kubernetes, pytorch, tensorflow",bachelor,13,retail,21/09/2024,05/11/2024,2296,9.4,predictive systems,Fully remote
ai06533,ai consultant,157325,USD,expert,Full time,japan,m,france,"data visualization, python, azure",phd,13,transportation,10/02/2025,23/03/2025,768,6.7,digital transformation llc,Fully remote
ai06534,nlp engineer,118791,USD,mid level,ft,norway,l,norway,"sql, hadoop, statistics",bachelor,4,media,04/01/2024,22/01/2024,1253,8.9,algorithmic solutions,Fully remote
ai06535,data scientist,62099,USD,mid level,Full time,south korea,s,south korea,"aws, gcp, hadoop",associate,2,education,07/12/2024,28/01/2025,1925,9.3,cloud ai solutions,Fully on site
ai06536,data engineer,146336,USD,senior,Full time,united kingdom,l,united kingdom,"tableau, nlp, aws, kubernetes, python",master,7,finance,30/06/2024,08/09/2024,1525,5.7,cloud ai solutions,Fully on site
ai06537,machine learning engineer,131006,USD,expert,Contract,canada,s,canada,"spark, python, aws, statistics, git",bachelor,12,energy,08/11/2024,17/12/2024,1984,6.6,machine intelligence group,Fully on site
ai06538,ai research scientist,175744,USD,expert,Contract,france,s,france,"python, deep learning, kubernetes, r",bachelor,17,media,29/05/2024,27/07/2024,1576,7.6,predictive systems,Hybrid
ai06539,deep learning engineer,99845,USD,mid level,Contract,netherlands,l,netherlands,"mlops, tensorflow, sql, mathematics, pytorch",phd,2,healthcare,03/05/2024,27/06/2024,1804,5.6,datavision ltd,Fully remote
ai06540,research scientist,79031,USD,mid level,ft,united kingdom,m,norway,"hadoop, tableau, computer vision, r",master,4,technology,12/02/2025,06/04/2025,1378,8.5,neural networks co,Hybrid
ai06541,ai architect,36338,USD,entry level,Part time,austria,m,austria,"java, git, spark, tableau",phd,0,healthcare,05/01/2024,19/02/2024,1382,6.8,cognitive computing,Fully on site
ai06542,ai architect,86623,USD,mid level,ft,united kingdom,m,india,"data visualization, mlops, linux, scala, python",bachelor,3,energy,29/05/2024,12/06/2024,1770,8.9,cognitive computing,Fully on site
ai06543,computer vision engineer,85340,USD,entry level,Contract,netherlands,l,netherlands,"pytorch, git, data visualization, nlp",phd,0,healthcare,23/10/2024,27/12/2024,691,7.9,cloud ai solutions,Hybrid
ai06544,head of ai,74299,USD,senior,Contract,ireland,s,netherlands,"nlp, tensorflow, deep learning, r, tableau",associate,5,gaming,14/06/2024,30/06/2024,635,8.0,predictive systems,Fully on site
ai06545,nlp engineer,131596,USD,senior,Contract,singapore,s,singapore,"r, sql, hadoop, scala, linux",master,5,energy,21/04/2024,11/06/2024,1571,8.2,neural networks co,Fully remote
ai06546,nlp engineer,137758,USD,expert,Part time,israel,s,france,"r, aws, tensorflow",associate,17,media,03/03/2024,05/05/2024,710,6.6,cloud ai solutions,Fully on site
ai06547,computer vision engineer,159638,USD,expert,Contract,finland,m,finland,"r, deep learning, java, scala, hadoop",master,13,energy,22/01/2025,06/02/2025,1583,6.1,predictive systems,Fully remote
ai06548,robotics engineer,66351,USD,entry level,ft,germany,m,germany,"linux, data visualization, tableau, r, hadoop",bachelor,0,telecommunications,09/03/2024,25/04/2024,2386,9.6,quantum computing inc,Fully on site
ai06549,machine learning researcher,131355,USD,mid level,Part time,united kingdom,l,germany,"kubernetes, java, statistics, azure, gcp",associate,4,media,13/01/2025,12/03/2025,958,9.2,cloud ai solutions,Fully remote
ai06550,data scientist,117426,USD,expert,ft,china,l,china,"sql, mathematics, python",master,10,transportation,03/04/2025,19/04/2025,2489,9.1,cognitive computing,Fully remote
ai06551,ai research scientist,75182,USD,senior,ft,india,m,india,"linux, tableau, tensorflow, python",bachelor,6,manufacturing,03/01/2024,12/03/2024,1061,8.2,machine intelligence group,Hybrid
ai06552,principal data scientist,36506,USD,entry level,Part time,china,s,sweden,"git, python, linux, statistics, hadoop",phd,0,energy,22/09/2024,06/10/2024,805,6.6,cognitive computing,Fully on site
ai06553,nlp engineer,65625,USD,entry level,Part time,switzerland,s,sweden,"python, scala, deep learning, computer vision, kubernetes",master,0,retail,15/07/2024,27/08/2024,2211,5.1,future systems,Hybrid
ai06554,data analyst,104409,USD,expert,ft,austria,m,austria,"hadoop, kubernetes, mathematics, tensorflow, java",phd,18,education,10/01/2025,25/01/2025,980,8.7,cloud ai solutions,Fully remote
ai06555,ml ops engineer,55067,USD,entry level,Part time,australia,s,germany,"docker, git, linux, sql, python",bachelor,0,automotive,18/07/2024,09/08/2024,1523,9.9,neural networks co,Fully remote
ai06556,robotics engineer,73157,USD,entry level,Contract,singapore,l,singapore,"computer vision, tensorflow, sql, scala, data visualization",bachelor,0,education,14/07/2024,19/09/2024,2072,5.3,datavision ltd,Fully remote
ai06557,machine learning engineer,83331,USD,mid level,Full time,south korea,l,south korea,"git, scala, computer vision",phd,4,transportation,29/02/2024,17/03/2024,1030,8.5,datavision ltd,Fully remote
ai06558,machine learning engineer,134524,USD,mid level,Contract,singapore,l,singapore,"python, sql, tensorflow",master,4,automotive,08/03/2025,29/04/2025,1941,5.8,machine intelligence group,Fully on site
ai06559,data engineer,59368,USD,entry level,Part time,south korea,l,south korea,"hadoop, python, nlp, computer vision, tableau",associate,1,manufacturing,08/03/2025,08/04/2025,1675,8.6,algorithmic solutions,Fully on site
ai06560,ai consultant,152037,USD,expert,Contract,japan,m,japan,"hadoop, r, java, tableau",bachelor,16,gaming,08/01/2025,19/02/2025,726,9.9,quantum computing inc,Fully on site
ai06561,autonomous systems engineer,107223,USD,mid level,Full time,denmark,s,india,"aws, python, docker, azure",associate,3,telecommunications,18/01/2024,01/03/2024,2043,6.9,techcorp inc,Fully remote
ai06562,computer vision engineer,159146,USD,senior,Part time,canada,l,canada,"docker, python, nlp",phd,6,real estate,01/04/2025,22/05/2025,2496,8.1,future systems,Fully on site
ai06563,ai consultant,119837,USD,expert,Full time,india,s,india,"hadoop, azure, data visualization, aws",master,17,technology,25/02/2024,18/03/2024,840,7.8,datavision ltd,Fully remote
ai06564,nlp engineer,96362,USD,mid level,Contract,sweden,m,sweden,"computer vision, spark, aws, python, data visualization",associate,4,government,31/01/2025,31/03/2025,1320,6.8,advanced robotics,Fully on site
ai06565,principal data scientist,76831,USD,senior,ft,finland,s,finland,"hadoop, tensorflow, kubernetes",phd,7,energy,05/02/2024,28/02/2024,2159,9.4,algorithmic solutions,Hybrid
