job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI09789,Machine Learning Engineer,115492.0,USD,Mid level,Freelance,Canada,L,Canada,Fully on site,"Deep Learning, Python, Spark, Mathematics, TensorFlow",Bachelor,2,Automotive,11/07/2024,26/07/2024,2276,7.5,Machine Intelligence Group
AI09790,AI Consultant,212310.0,USD,Senior,Contract,Norway,L,Norway,Fully remote,"Kubernetes, Hadoop, AWS, MLOps, Azure",PhD,8,Transportation,15/11/2024,26/01/2025,1694,7.4,Quantum Computing Inc
AI09791,Head of AI,85691.09999999999,USD,Entry level,Freelance,Germany,M,Germany,Fully remote,"Hadoop, Git, SQL, Azure",Master,0,Energy,12/02/2024,09/04/2024,1729,5.7,Autonomous Tech
AI09792,AI Product Manager,64258.0,USD,Mid level,Part time,Austria,S,Austria,Fully remote,"PyTorch, GCP, Kubernetes, TensorFlow, R",Bachelor,2,Government,05/02/2025,19/02/2025,1778,5.7,Digital Transformation LLC
AI09793,AI Consultant,270550.0,USD,Expert,Freelance,Canada,L,Canada,Hybrid,"Statistics, Azure, Docker",PhD,14,Energy,04/12/2024,25/01/2025,1525,5.7,Autonomous Tech
AI09794,Data Engineer,118387.0,USD,Senior,Part time,Finland,L,United States,Hybrid,"Python, MLOps, Tableau, Data Visualization",Associate,8,Government,25/04/2024,27/06/2024,2095,9.5,Cloud AI Solutions
AI09795,AI Architect,72440.0,USD,Senior,Full time,Ireland,S,Netherlands,Hybrid,"MLOps, Python, Computer Vision",Master,5,Manufacturing,21/08/2024,24/09/2024,1980,8.8,Neural Networks Co
AI09796,Robotics Engineer,63561.649999999994,USD,Entry level,Part time,Germany,M,Canada,Fully on site,"Python, Kubernetes, Hadoop",Associate,0,Media,20/02/2025,16/04/2025,549,5.8,Autonomous Tech
AI09797,Computer Vision Engineer,211691.0,USD,Expert,Contract,Sweden,M,Sweden,Fully remote,"Mathematics, R, Kubernetes",PhD,14,Finance,12/04/2024,14/05/2024,1175,5.7,Advanced Robotics
AI09798,Principal Data Scientist,44641.0,USD,Entry level,Contract,Austria,L,Austria,Hybrid,"Spark, R, Data Visualization, Git, SQL",Master,0,Gaming,05/07/2024,13/09/2024,1135,7.1,DataVision Ltd
AI09799,Principal Data Scientist,217331.92,USD,Senior,Full time,United Kingdom,L,United Kingdom,Hybrid,"Hadoop, Kubernetes, PyTorch, Spark, Scala",Bachelor,5,Automotive,22/09/2024,26/10/2024,1391,7.0,AI Innovations
AI09800,AI Product Manager,84832.72,USD,Entry level,Full time,United Kingdom,M,Canada,Fully remote,"PyTorch, SQL, Deep Learning",Associate,1,Transportation,01/10/2024,16/10/2024,2417,10.0,DataVision Ltd
AI09801,Head of AI,66824.0,USD,Entry level,Full time,Singapore,S,Singapore,Hybrid,"Java, GCP, Data Visualization",Master,0,Consulting,11/03/2025,02/05/2025,2422,6.1,Smart Analytics
AI09802,Research Scientist,142764.44999999998,USD,Senior,Freelance,France,M,France,Fully on site,"PyTorch, Java, Hadoop",PhD,6,Manufacturing,16/08/2024,30/08/2024,770,8.2,Cognitive Computing
AI09803,Autonomous Systems Engineer,186512.0,USD,Expert,Contract,Sweden,M,Sweden,Hybrid,"AWS, TensorFlow, Spark, Mathematics",PhD,12,Automotive,23/09/2024,24/10/2024,1655,5.4,TechCorp Inc
AI09804,Computer Vision Engineer,91014.0,USD,Senior,Contract,Austria,M,Austria,Fully on site,"Azure, Docker, GCP, AWS",Associate,5,Healthcare,19/11/2024,07/12/2024,1869,8.4,Cognitive Computing
AI09805,NLP Engineer,145898.0,USD,Expert,Full time,Israel,M,Israel,Hybrid,"GCP, Python, Mathematics, AWS, SQL",Bachelor,14,Finance,16/09/2024,04/11/2024,1437,7.5,Advanced Robotics
AI09806,Data Analyst,158629.0,USD,Senior,Freelance,United States,S,India,Fully on site,"AWS, Java, Spark, Mathematics, Computer Vision",Master,8,Transportation,25/05/2024,17/07/2024,1353,7.5,AI Innovations
AI09807,Deep Learning Engineer,342224.0,USD,Expert,Full time,Denmark,L,India,Hybrid,"Docker, PyTorch, TensorFlow, Linux, Kubernetes",Bachelor,17,Automotive,05/04/2024,15/06/2024,2148,8.2,Machine Intelligence Group
AI09808,Robotics Engineer,68175.45,USD,Entry level,Contract,France,M,France,Fully remote,"Mathematics, Tableau, GCP, NLP, Deep Learning",Master,0,Education,28/05/2024,08/07/2024,1938,7.3,Neural Networks Co
AI09809,Data Analyst,242038.19999999998,USD,Expert,Contract,France,M,France,Fully on site,"Linux, Git, MLOps, Azure",PhD,17,Consulting,17/06/2024,15/08/2024,821,7.4,Digital Transformation LLC
AI09810,Data Scientist,67100.0,USD,Mid level,Contract,Austria,S,Austria,Fully remote,"Python, Docker, NLP, Deep Learning, Tableau",Master,3,Transportation,25/04/2025,19/06/2025,1426,5.8,Future Systems
AI09811,Data Engineer,145569.0,USD,Senior,Freelance,Denmark,S,Denmark,Fully on site,"Computer Vision, Git, Hadoop",Associate,9,Finance,21/02/2024,21/04/2024,1978,5.6,Cloud AI Solutions
AI09812,AI Software Engineer,78032.0,USD,Senior,Full time,China,S,China,Hybrid,"Git, Statistics, TensorFlow",PhD,5,Transportation,27/11/2024,29/12/2024,2366,9.5,Advanced Robotics
AI09813,AI Consultant,65456.85,USD,Entry level,Freelance,Germany,S,Canada,Hybrid,"TensorFlow, Kubernetes, Linux, SQL, Computer Vision",Associate,1,Retail,25/02/2024,21/03/2024,1779,7.6,AI Innovations
AI09814,Deep Learning Engineer,121034.0,USD,Expert,Contract,Ireland,S,France,Fully on site,"Java, PyTorch, Hadoop, Data Visualization, Kubernetes",Bachelor,11,Retail,17/10/2024,13/12/2024,1776,8.6,Cloud AI Solutions
AI09815,Data Engineer,221057.0,USD,Expert,Freelance,Singapore,M,Singapore,Fully on site,"Hadoop, Docker, AWS, SQL, Statistics",Master,13,Real Estate,05/03/2025,23/04/2025,1280,9.3,DeepTech Ventures
AI09816,Head of AI,361718.0,USD,Expert,Part time,Denmark,L,Finland,Fully remote,"MLOps, Tableau, Azure, Scala",Bachelor,11,Consulting,17/08/2024,03/10/2024,1255,7.3,Quantum Computing Inc
AI09817,Machine Learning Researcher,179329.0,USD,Expert,Part time,Australia,M,Australia,Fully remote,"Python, TensorFlow, MLOps",Master,15,Telecommunications,09/06/2024,25/06/2024,1194,5.6,AI Innovations
AI09818,ML Ops Engineer,108369.0,USD,Expert,Contract,Finland,S,Sweden,Fully remote,"Data Visualization, Scala, Spark, SQL",Master,16,Healthcare,02/04/2025,02/06/2025,1168,9.0,Neural Networks Co
AI09819,Data Analyst,148291.0,USD,Senior,Freelance,Singapore,L,Singapore,Fully remote,"GCP, Scala, Kubernetes, NLP, Computer Vision",Bachelor,8,Telecommunications,06/01/2025,23/02/2025,1838,8.4,DeepTech Ventures
AI09820,NLP Engineer,185841.0,USD,Expert,Part time,Sweden,L,Sweden,Fully remote,"Azure, Deep Learning, Tableau",Bachelor,17,Government,21/08/2024,19/10/2024,691,9.1,TechCorp Inc
AI09821,Data Engineer,154703.0,USD,Senior,Freelance,Australia,L,Australia,Hybrid,"Kubernetes, Azure, Git",Bachelor,8,Media,30/01/2025,19/03/2025,1122,5.7,Future Systems
AI09822,Robotics Engineer,133372.0,USD,Expert,Part time,Japan,M,Japan,Hybrid,"SQL, Computer Vision, Tableau",Master,14,Healthcare,03/01/2024,07/02/2024,1854,7.0,Cloud AI Solutions
AI09823,Machine Learning Engineer,147256.34999999998,USD,Senior,Freelance,France,S,France,Fully remote,"Computer Vision, Scala, SQL",Associate,5,Education,18/06/2024,05/07/2024,2147,6.6,AI Innovations
AI09824,AI Software Engineer,56207.0,USD,Mid level,Freelance,India,S,India,Fully on site,"Python, Linux, GCP, TensorFlow, Deep Learning",Associate,3,Real Estate,03/08/2024,17/08/2024,1395,8.9,Future Systems
AI09825,Robotics Engineer,73486.0,USD,Mid level,Freelance,Singapore,S,Singapore,Fully on site,"PyTorch, Spark, GCP",Bachelor,3,Government,30/01/2025,11/03/2025,2355,6.1,AI Innovations
AI09826,Deep Learning Engineer,91220.0,USD,Mid level,Full time,Canada,L,Canada,Hybrid,"GCP, Deep Learning, Hadoop",PhD,4,Finance,24/02/2025,02/05/2025,2223,8.9,Autonomous Tech
AI09827,Head of AI,88005.0,USD,Senior,Freelance,Israel,L,Israel,Hybrid,"Deep Learning, Tableau, Kubernetes, Scala, GCP",PhD,5,Consulting,20/04/2025,24/06/2025,1275,5.4,AI Innovations
AI09828,AI Consultant,216089.0,USD,Expert,Full time,Singapore,M,Singapore,Fully remote,"Computer Vision, Python, Mathematics, Linux",Associate,10,Education,22/04/2025,31/05/2025,1580,5.1,Cloud AI Solutions
AI09829,Deep Learning Engineer,72094.0,USD,Mid level,Freelance,Australia,S,Australia,Fully remote,"Git, Hadoop, Data Visualization, R, Computer Vision",PhD,2,Government,13/09/2024,25/10/2024,1345,7.0,DataVision Ltd
AI09830,AI Research Scientist,186008.0,USD,Expert,Part time,Ireland,L,Ireland,Hybrid,"NLP, Java, Docker, Spark",Associate,19,Gaming,12/04/2024,15/05/2024,2140,5.0,Neural Networks Co
AI09831,NLP Engineer,173919.09999999998,USD,Senior,Freelance,France,L,Germany,Fully on site,"Statistics, Data Visualization, Kubernetes",Associate,5,Healthcare,22/12/2024,28/02/2025,1999,9.2,AI Innovations
AI09832,AI Product Manager,75396.29999999999,USD,Entry level,Contract,France,M,United Kingdom,Fully on site,"Kubernetes, Python, MLOps, Mathematics, NLP",Associate,1,Education,17/10/2024,21/12/2024,611,5.7,Future Systems
AI09833,Data Analyst,82780.0,USD,Entry level,Full time,Norway,S,Norway,Fully remote,"PyTorch, SQL, MLOps, Statistics",Bachelor,1,Media,21/12/2024,04/01/2025,2049,6.2,Digital Transformation LLC
AI09834,Head of AI,164490.36000000002,USD,Mid level,Part time,United Kingdom,L,United Kingdom,Hybrid,"Linux, SQL, Python, Scala, Spark",Bachelor,4,Government,04/05/2024,14/06/2024,597,8.3,Algorithmic Solutions
AI09835,AI Software Engineer,132939.0,USD,Senior,Full time,United States,S,United States,Fully on site,"Kubernetes, MLOps, Linux",Master,7,Retail,07/12/2024,02/01/2025,1691,7.3,AI Innovations
AI09836,Data Analyst,82065.0,USD,Mid level,Freelance,Australia,S,Australia,Fully on site,"Statistics, NLP, R, Git",Bachelor,4,Government,27/10/2024,07/01/2025,1894,7.2,TechCorp Inc
AI09837,AI Product Manager,63621.45,USD,Entry level,Freelance,Germany,S,Germany,Hybrid,"Python, R, Computer Vision",Master,0,Energy,14/06/2024,07/07/2024,2150,7.6,Cognitive Computing
AI09838,AI Architect,164443.0,USD,Senior,Contract,Australia,L,Australia,Fully remote,"Kubernetes, Deep Learning, Git, Data Visualization",PhD,7,Energy,07/05/2024,03/07/2024,592,9.0,Autonomous Tech
AI09839,Data Analyst,104554.0,USD,Senior,Part time,Sweden,S,Sweden,Fully on site,"Python, Data Visualization, TensorFlow, Spark, Docker",Master,6,Real Estate,08/11/2024,23/12/2024,1230,7.2,Advanced Robotics
AI09840,Principal Data Scientist,129619.54000000001,USD,Mid level,Freelance,United Kingdom,L,Germany,Fully on site,"Azure, Docker, Statistics, Hadoop",Bachelor,2,Transportation,19/07/2024,30/09/2024,1614,6.9,Quantum Computing Inc
AI09841,AI Product Manager,135613.0,USD,Senior,Full time,Canada,M,Germany,Hybrid,"Computer Vision, Python, SQL, MLOps",Bachelor,7,Energy,12/06/2024,28/06/2024,625,5.4,Future Systems
AI09842,Research Scientist,166976.0,USD,Senior,Part time,Norway,M,Norway,Hybrid,"Git, AWS, Kubernetes",Master,5,Finance,01/01/2024,20/02/2024,567,5.9,TechCorp Inc
AI09843,Principal Data Scientist,129239.29999999999,USD,Mid level,Part time,Netherlands,L,Netherlands,Fully on site,"Kubernetes, Deep Learning, R",Associate,4,Healthcare,21/12/2024,28/01/2025,852,7.5,Digital Transformation LLC
AI09844,AI Product Manager,92787.0,USD,Entry level,Freelance,Switzerland,M,Switzerland,Hybrid,"Hadoop, Python, Data Visualization",Bachelor,1,Real Estate,04/02/2024,25/03/2024,1207,6.2,Autonomous Tech
AI09845,NLP Engineer,188332.98,USD,Senior,Part time,United Kingdom,L,United Kingdom,Fully remote,"Git, Python, Spark, SQL",Associate,9,Healthcare,31/12/2024,04/02/2025,1481,5.7,Advanced Robotics
AI09846,ML Ops Engineer,163605.0,USD,Senior,Full time,Norway,M,Netherlands,Hybrid,"PyTorch, Azure, GCP",PhD,6,Finance,09/12/2024,19/01/2025,2254,8.8,Quantum Computing Inc
AI09847,Data Analyst,193320.0,USD,Expert,Part time,Singapore,L,Australia,Hybrid,"Tableau, Hadoop, Git",Bachelor,12,Media,17/01/2024,25/03/2024,702,5.1,DataVision Ltd
AI09848,Machine Learning Researcher,90412.0,USD,Expert,Full time,Japan,S,India,Fully on site,"Deep Learning, Linux, PyTorch, Spark",Bachelor,15,Manufacturing,02/05/2024,25/06/2024,2052,5.1,Cloud AI Solutions
AI09849,Head of AI,186347.0,USD,Senior,Part time,Switzerland,S,Switzerland,Hybrid,"Computer Vision, Spark, Kubernetes, Scala",Bachelor,6,Finance,06/04/2025,29/04/2025,1027,7.3,Quantum Computing Inc
AI09850,Data Scientist,80693.2,USD,Entry level,Part time,Germany,S,Germany,Fully on site,"Mathematics, Java, Python, Data Visualization",Master,0,Gaming,06/09/2024,21/10/2024,846,8.1,Quantum Computing Inc
AI09851,Research Scientist,40837.0,USD,Entry level,Full time,Israel,M,Israel,Fully remote,"Data Visualization, Git, Tableau",PhD,0,Government,27/03/2025,31/05/2025,1658,5.9,Predictive Systems
AI09852,Data Scientist,162563.0,USD,Expert,Contract,Israel,M,Japan,Fully remote,"Python, TensorFlow, Data Visualization, NLP, AWS",PhD,19,Education,05/07/2024,17/08/2024,521,5.5,Digital Transformation LLC
AI09853,Principal Data Scientist,48642.0,USD,Mid level,Contract,South Korea,S,South Korea,Hybrid,"R, Scala, MLOps",Bachelor,3,Consulting,06/08/2024,22/09/2024,1119,7.3,DeepTech Ventures
AI09854,AI Specialist,105596.0,USD,Mid level,Part time,Sweden,M,Canada,Hybrid,"SQL, Tableau, PyTorch",Bachelor,4,Gaming,20/10/2024,08/11/2024,862,6.4,AI Innovations
AI09855,Robotics Engineer,145802.0,USD,Expert,Contract,Australia,S,Australia,Fully remote,"PyTorch, Tableau, Data Visualization",Master,11,Energy,04/01/2025,07/03/2025,626,8.4,Cloud AI Solutions
AI09856,AI Product Manager,144054.0,USD,Expert,Contract,Japan,M,Japan,Fully on site,"AWS, Python, Statistics",Associate,11,Retail,03/02/2025,05/04/2025,2452,6.2,DeepTech Ventures
AI09857,AI Software Engineer,171427.0,USD,Expert,Contract,South Korea,M,Netherlands,Fully remote,"Git, Azure, TensorFlow, Java",Bachelor,19,Finance,09/04/2025,28/04/2025,1730,6.2,Smart Analytics
AI09858,AI Specialist,160810.0,USD,Senior,Part time,Norway,S,Norway,Fully on site,"Linux, Python, Tableau, AWS, Docker",Master,6,Retail,19/11/2024,09/01/2025,1094,6.9,AI Innovations
AI09859,Data Engineer,91813.0,USD,Senior,Part time,Australia,S,Australia,Fully on site,"PyTorch, Data Visualization, Git, Statistics, TensorFlow",Master,6,Media,14/06/2024,23/07/2024,966,8.7,DeepTech Ventures
AI09860,Computer Vision Engineer,314917.0,USD,Expert,Contract,United States,L,United States,Hybrid,"SQL, Tableau, Python",Bachelor,19,Technology,02/11/2024,17/12/2024,2319,6.9,DeepTech Ventures
AI09861,Machine Learning Researcher,62654.0,USD,Entry level,Part time,Ireland,L,Ireland,Fully on site,"Data Visualization, MLOps, Java, Statistics, AWS",Master,1,Technology,01/09/2024,23/09/2024,2002,5.1,Autonomous Tech
AI09862,AI Software Engineer,228929.0,USD,Expert,Freelance,Switzerland,S,Austria,Fully on site,"Scala, PyTorch, Spark, R",Associate,10,Gaming,16/10/2024,31/10/2024,2144,9.3,Neural Networks Co
AI09863,Principal Data Scientist,185701.0,USD,Expert,Contract,Canada,S,Canada,Hybrid,"GCP, Deep Learning, Computer Vision",Bachelor,10,Telecommunications,11/01/2024,04/03/2024,1361,8.4,Future Systems
AI09864,Autonomous Systems Engineer,69705.0,USD,Mid level,Full time,Ireland,M,Canada,Fully on site,"SQL, PyTorch, Tableau, Git, GCP",Master,3,Education,10/08/2024,11/09/2024,2049,9.1,Predictive Systems
AI09865,Machine Learning Engineer,52317.0,USD,Entry level,Freelance,Japan,L,Japan,Fully remote,"PyTorch, Python, Hadoop, Computer Vision",Associate,0,Telecommunications,19/09/2024,18/11/2024,525,9.1,Future Systems
AI09866,ML Ops Engineer,138726.0,USD,Expert,Freelance,Finland,L,Finland,Fully remote,"Java, Computer Vision, Tableau",Bachelor,14,Transportation,18/07/2024,12/08/2024,906,8.8,TechCorp Inc
AI09867,Research Scientist,83587.75,USD,Mid level,Full time,Germany,S,Germany,Fully on site,"Mathematics, MLOps, PyTorch",Master,4,Manufacturing,07/01/2025,18/03/2025,2035,8.8,Future Systems
AI09868,Robotics Engineer,101028.0,USD,Entry level,Contract,Switzerland,L,Switzerland,Fully on site,"Spark, Hadoop, Mathematics, Git",Master,1,Retail,09/04/2025,07/05/2025,2365,9.8,Cognitive Computing
AI09869,AI Research Scientist,119119.0,USD,Entry level,Freelance,Denmark,L,Denmark,Fully on site,"Spark, Data Visualization, Kubernetes, Docker, Python",Bachelor,0,Government,07/08/2024,13/10/2024,1443,7.4,TechCorp Inc
AI09870,Robotics Engineer,91810.1,USD,Entry level,Contract,United Kingdom,L,Denmark,Fully on site,"Data Visualization, Linux, Scala",Bachelor,1,Finance,18/12/2024,24/02/2025,1897,6.9,Predictive Systems
AI09871,Machine Learning Researcher,58091.0,USD,Entry level,Freelance,Sweden,M,Sweden,Hybrid,"AWS, Python, Deep Learning, Java, Computer Vision",PhD,0,Transportation,09/08/2024,16/10/2024,2017,9.5,TechCorp Inc
AI09872,AI Specialist,143043.0,USD,Senior,Freelance,Australia,M,Australia,Fully on site,"Azure, Java, NLP, Git, PyTorch",Associate,8,Technology,08/10/2024,28/11/2024,1330,7.9,AI Innovations
AI09873,AI Software Engineer,197239.0,USD,Expert,Freelance,Denmark,S,Denmark,Fully remote,"Linux, Kubernetes, Python, TensorFlow, GCP",PhD,17,Telecommunications,24/04/2024,21/05/2024,2197,7.7,AI Innovations
AI09874,AI Consultant,72292.0,USD,Mid level,Part time,Finland,L,Finland,Fully on site,"Docker, Statistics, MLOps, Linux, Hadoop",PhD,3,Technology,15/03/2025,03/04/2025,540,8.1,DeepTech Ventures
AI09875,Data Scientist,136070.3,USD,Senior,Part time,Netherlands,M,India,Hybrid,"Hadoop, MLOps, Python, Spark",PhD,8,Media,25/06/2024,08/08/2024,1794,6.1,Cognitive Computing
AI09876,Machine Learning Engineer,152917.8,USD,Senior,Contract,Germany,M,Germany,Fully remote,"GCP, Deep Learning, Hadoop, Azure",PhD,6,Government,26/02/2025,22/03/2025,505,5.5,AI Innovations
AI09877,NLP Engineer,94226.0,USD,Senior,Contract,India,M,India,Fully remote,"Hadoop, SQL, PyTorch, TensorFlow",PhD,6,Automotive,08/08/2024,11/09/2024,1786,9.0,AI Innovations
AI09878,Machine Learning Engineer,308358.69999999995,USD,Expert,Freelance,Germany,L,Germany,Hybrid,"Scala, Hadoop, Python",Bachelor,17,Technology,03/03/2025,27/03/2025,2412,5.1,Quantum Computing Inc
AI09879,AI Research Scientist,60426.0,USD,Mid level,Full time,Ireland,S,Ireland,Hybrid,"Spark, Tableau, Scala, PyTorch, Docker",PhD,2,Energy,18/08/2024,10/09/2024,2104,6.6,Predictive Systems
AI09880,NLP Engineer,90876.0,USD,Senior,Freelance,Israel,M,Norway,Hybrid,"Scala, AWS, Docker, GCP",Bachelor,5,Healthcare,26/01/2024,27/03/2024,2416,8.8,TechCorp Inc
AI09881,AI Software Engineer,66947.0,USD,Mid level,Freelance,Finland,M,Finland,Fully remote,"R, Azure, NLP, GCP",Master,3,Government,27/10/2024,11/11/2024,1442,8.1,Cloud AI Solutions
AI09882,AI Consultant,119349.0,USD,Expert,Part time,Israel,M,France,Hybrid,"Data Visualization, Python, Linux",PhD,15,Real Estate,04/03/2024,23/03/2024,1238,6.3,Future Systems
AI09883,Principal Data Scientist,147539.0,USD,Senior,Part time,Switzerland,S,India,Fully on site,"Java, Kubernetes, GCP, AWS",PhD,5,Consulting,30/04/2025,03/07/2025,616,6.5,Autonomous Tech
AI09884,AI Specialist,324920.52,USD,Expert,Full time,United Kingdom,S,United Kingdom,Hybrid,"Spark, Python, Deep Learning",Master,16,Education,18/08/2024,03/09/2024,721,7.2,Digital Transformation LLC
AI09885,AI Product Manager,72071.0,USD,Senior,Contract,China,M,Norway,Fully on site,"Python, Git, Scala",PhD,5,Manufacturing,16/08/2024,02/10/2024,519,5.5,AI Innovations
AI09886,Principal Data Scientist,103280.34999999999,USD,Mid level,Full time,France,L,United States,Hybrid,"Tableau, R, Spark",Master,3,Automotive,07/03/2025,20/04/2025,1328,5.3,Quantum Computing Inc
AI09887,AI Architect,125486.0,USD,Expert,Part time,Austria,M,Austria,Hybrid,"Statistics, Git, Linux",Master,14,Technology,16/04/2024,27/06/2024,1696,7.6,Cognitive Computing
AI09888,AI Architect,59818.0,USD,Mid level,Contract,Austria,M,Australia,Fully remote,"Linux, Python, R",Master,2,Transportation,13/10/2024,12/12/2024,980,7.7,Predictive Systems
AI09889,AI Consultant,210069.34999999998,USD,Expert,Part time,Netherlands,M,China,Fully remote,"MLOps, Linux, Python, SQL",Associate,10,Media,19/11/2024,23/01/2025,2129,9.2,Autonomous Tech
AI09890,Data Scientist,122844.0,USD,Expert,Freelance,India,S,India,Hybrid,"Mathematics, Python, TensorFlow, Deep Learning, Kubernetes",Associate,19,Consulting,08/05/2024,24/06/2024,666,6.8,Quantum Computing Inc
AI09891,NLP Engineer,204450.0,USD,Expert,Part time,China,L,China,Fully remote,"Deep Learning, PyTorch, Azure, Scala",PhD,11,Government,17/10/2024,24/11/2024,1637,8.5,Predictive Systems
AI09892,Machine Learning Researcher,399095.0,USD,Expert,Part time,Switzerland,L,Switzerland,Fully on site,"Linux, Python, TensorFlow",Master,10,Retail,10/07/2024,02/09/2024,2277,9.7,TechCorp Inc
AI09893,ML Ops Engineer,99144.95,USD,Mid level,Full time,France,S,France,Fully remote,"Mathematics, Python, Tableau, GCP, Azure",PhD,3,Manufacturing,29/01/2025,01/03/2025,2054,6.7,DeepTech Ventures
AI09894,AI Consultant,74936.29999999999,USD,Mid level,Freelance,France,S,France,Fully on site,"AWS, Statistics, Docker, Computer Vision, Mathematics",Master,4,Finance,06/12/2024,31/01/2025,2172,9.6,Cloud AI Solutions
AI09895,NLP Engineer,110479.0,USD,Senior,Full time,Singapore,S,Israel,Hybrid,"AWS, Git, Computer Vision, TensorFlow",Master,5,Education,19/02/2024,05/04/2024,2212,8.8,Predictive Systems
AI09896,Head of AI,182290.92,USD,Senior,Freelance,United Kingdom,S,Israel,Hybrid,"Docker, Linux, Computer Vision, Azure",Bachelor,6,Retail,04/08/2024,05/10/2024,868,6.0,Future Systems
AI09897,Data Engineer,106817.0,USD,Senior,Full time,Japan,L,Japan,Fully remote,"Spark, Tableau, TensorFlow",Bachelor,8,Real Estate,28/04/2024,06/06/2024,543,6.5,Cloud AI Solutions
AI09898,Machine Learning Engineer,96759.0,USD,Senior,Contract,Finland,M,Finland,Fully remote,"Git, AWS, Azure, Computer Vision",PhD,6,Automotive,01/09/2024,20/10/2024,2041,6.8,Cognitive Computing
AI09899,Data Analyst,41115.0,USD,Entry level,Freelance,Ireland,M,Ireland,Fully remote,"Deep Learning, Tableau, Docker, Azure, Kubernetes",Associate,1,Technology,02/03/2024,12/05/2024,943,5.1,Neural Networks Co
AI09900,Machine Learning Researcher,152368.0,USD,Senior,Part time,Denmark,M,Denmark,Fully remote,"NLP, Kubernetes, Python",PhD,5,Real Estate,20/10/2024,22/12/2024,1649,7.9,TechCorp Inc
AI09901,Research Scientist,101524.0,USD,Senior,Freelance,Israel,L,Israel,Fully remote,"Tableau, MLOps, GCP",PhD,9,Technology,25/08/2024,03/10/2024,2276,7.9,Cognitive Computing
AI09902,Data Scientist,109362.7,USD,Entry level,Part time,Netherlands,L,Norway,Hybrid,"Hadoop, Computer Vision, Linux, AWS",PhD,0,Transportation,29/03/2024,06/05/2024,1727,6.7,Quantum Computing Inc
AI09903,Research Scientist,43549.0,USD,Entry level,Contract,Japan,L,Japan,Fully remote,"R, Deep Learning, NLP",PhD,1,Retail,27/01/2024,29/02/2024,1674,8.4,Cloud AI Solutions
AI09904,Machine Learning Researcher,106179.0,USD,Senior,Contract,Canada,M,Switzerland,Fully remote,"Docker, TensorFlow, NLP",Master,7,Technology,21/12/2024,05/01/2025,1528,5.3,Future Systems
AI09905,Machine Learning Researcher,103177.0,USD,Senior,Freelance,Japan,L,Japan,Hybrid,"Java, Statistics, TensorFlow, Git, Tableau",Associate,6,Transportation,28/01/2024,12/03/2024,1750,8.9,Machine Intelligence Group
AI09906,Machine Learning Engineer,136527.0,USD,Expert,Full time,Finland,L,Finland,Fully on site,"Java, Python, GCP",PhD,11,Automotive,20/06/2024,31/08/2024,2210,5.9,AI Innovations
AI09907,NLP Engineer,161839.5,USD,Senior,Contract,Netherlands,L,Netherlands,Hybrid,"MLOps, Mathematics, Tableau, TensorFlow, Scala",Associate,7,Manufacturing,06/08/2024,03/09/2024,627,7.0,Cognitive Computing
AI09908,AI Software Engineer,102550.0,USD,Entry level,Contract,Norway,L,Norway,Fully on site,"Scala, Python, TensorFlow",Master,1,Media,19/01/2025,10/02/2025,2252,5.5,DeepTech Ventures
AI09909,Deep Learning Engineer,138972.0,USD,Senior,Contract,Australia,L,Australia,Hybrid,"Computer Vision, GCP, Azure",PhD,9,Transportation,01/06/2024,10/08/2024,2315,5.4,Machine Intelligence Group
AI09910,Autonomous Systems Engineer,182340.5,USD,Senior,Full time,United Kingdom,S,United Kingdom,Hybrid,"Spark, Java, NLP, GCP",PhD,5,Technology,26/12/2024,03/02/2025,956,7.7,DeepTech Ventures
AI09911,AI Specialist,128312.0,USD,Mid level,Full time,Denmark,L,Denmark,Hybrid,"Python, Git, Computer Vision",PhD,3,Manufacturing,24/12/2024,15/01/2025,1482,7.3,Advanced Robotics
AI09912,Computer Vision Engineer,183392.0,USD,Senior,Contract,Norway,L,Norway,Fully on site,"AWS, SQL, Statistics, GCP, Spark",Master,7,Media,11/01/2024,03/02/2024,890,9.8,Autonomous Tech
AI09913,AI Specialist,69742.0,USD,Mid level,Freelance,Ireland,S,Ireland,Fully on site,"Python, AWS, Data Visualization",PhD,3,Finance,02/02/2024,29/03/2024,557,5.4,Cognitive Computing
AI09914,Principal Data Scientist,188102.0,USD,Expert,Full time,South Korea,L,South Korea,Hybrid,"Statistics, GCP, Hadoop",PhD,19,Government,23/01/2025,06/04/2025,509,8.0,DeepTech Ventures
AI09915,Data Analyst,61255.899999999994,USD,Entry level,Freelance,Netherlands,S,France,Fully on site,"GCP, Scala, NLP, Python, Kubernetes",Master,0,Telecommunications,06/01/2024,26/01/2024,1233,7.6,Quantum Computing Inc
AI09916,AI Specialist,89907.0,USD,Senior,Freelance,China,S,China,Fully remote,"Linux, PyTorch, Hadoop, SQL, NLP",Associate,6,Technology,29/07/2024,11/09/2024,2221,7.1,Quantum Computing Inc
AI09917,Head of AI,145545.0,USD,Expert,Contract,Finland,M,Switzerland,Fully on site,"Scala, R, Azure, Mathematics",PhD,18,Government,10/11/2024,04/12/2024,1536,6.9,Machine Intelligence Group
